category	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discount	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
Ao so mi	Áo sơ mi Nam cổ bẻ họa tiết hoa hè Fall Man chất Lụa chéo thoáng mát - FEAER DENIM	TP. Hồ Chí Minh	1602581570	1609949438	7367868	False	None	False	4	True	4.954545	21	1	0	0	0	None	None	34900000000	-1	34900000000	-1	34900000000	0	None	36	2168	22	False	True	8	0	59
Ao so mi	Áo sơ mi nam dài tay phối họa tiết đẹp chuẩn phong cách cho phái mạnh(SMK)	Hà Nội	1596384756	1609949438	13564682	True	36%	False	10	False	4.789474	18	0	0	0	1	None	None	12900000000	20000000000	12900000000	20000000000	12900000000	20000000000	None	7	1586	19	False	False	9	0	2225
Ao so mi	(𝐂𝐇𝐀̂́𝐓 𝐕𝐀̉𝐈 𝐂𝐇𝐔𝐀̂̉𝐍  𝐒𝐇𝐎𝐏) Áo Sơ Mi Nam Vải Đũi Mặc Mát Thoải Mái - 𝐀𝐫𝐮 𝐒𝐡𝐨𝐩	Phú Thọ	1602940503	1609949438	7008935	True	33%	False	12	False	5.0	12	0	0	0	0	None	None	15410000000	23000000000	15410000000	23000000000	15410000000	23000000000	None	10	706	12	False	False	7	0	21
Ao so mi	Áo sơ mi nam hàn quốc chuẩn .	TP. Hồ Chí Minh	1602241705	1609949438	7707733	True	None	False	16	False	0.0	0	0	0	0	0	None	None	7500000000	-1	9900000000	-1	7500000000	0	None	388	148	0	False	False	5	0	0
Ao so mi	Áo sơ mi nam nữ dài tay Unisex Basic TRƠN màu trắng và đen Chất cotton lụa mịn mát form rộng suông - Leevin Store	Bắc Ninh	1600920085	1609949438	9029353	True	43%	False	12	False	4.962733	157	2	2	0	0	None	None	11900000000	21000000000	11900000000	21000000000	11900000000	21000000000	None	189	8918	161	True	True	9	0	372
Ao so mi	(𝐇𝐀̀𝐍𝐆 𝐒𝐈̣𝐍) Sơ Mi Nam Đẹp - 𝐀𝐑𝐔 𝐒𝐇𝐎𝐏 - 𝐁𝐚́𝐧 𝐡𝐚̀𝐧𝐠 𝐜𝐨́ 𝐭𝐚̂𝐦	Phú Thọ	1594821465	1609949438	15127973	True	41%	False	4	False	4.9375	15	1	0	0	0	None	None	13570000000	23000000000	13570000000	23000000000	13570000000	23000000000	None	36	951	16	False	False	1	0	53
Ao so mi	Sơ mi nam họa tiết vải OXFORD chống nhăn cao cấp.	Hà Nội	1588089350	1609949438	21860088	False	None	False	25	False	5.0	2	0	0	0	0	None	None	41900000000	-1	41900000000	-1	41900000000	0	None	6	121	2	False	False	9	0	4
Ao so mi	Áo Sơ Mi Nam Trắng BBR phối màu - Hàng đẹp y hình	Phú Thọ	1598260402	1609949438	11689036	True	41%	False	8	False	4.825	36	1	3	0	0	None	None	13570000000	23000000000	13570000000	23000000000	13570000000	23000000000	None	59	2158	40	False	False	3	0	129
Ao so mi	Sơ mi thời trang nam chất đẹp S430	Hà Nội	1528103316	1609949438	81846122	True	49%	False	5	False	4.8770690000000005	392	20	6	0	5	None	None	9900000000	19500000000	9900000000	19500000000	9900000000	19500000000	None	213	91	422	False	True	2	0	946
Ao so mi	Áo sơ mi đũi NPV thời trang nam,áo sơ mi nam cao cấp phong cách nam tính 3 màu	Hà Nội	1604670418	1609949438	5279020	True	44%	False	12	False	4.666667	2	1	0	0	0	None	None	13900000000	25000000000	13900000000	25000000000	13900000000	25000000000	None	1	168	3	False	False	9	0	30
